term,diff
punishment,0.0001704310210939807
thousand illegal,0.0001708968771032736
demonic,0.00017234903484686728
big,0.00017259829184625543
country people,0.0001734102450518688
treason,0.0001736858043114649
awful,0.00017687391564978226
horse,0.00017688746691055474
disgusting,0.00017759058962841742
illegal border,0.00017837839471314117
hatred,0.00017868927780152343
step,0.0001829415755942006
head,0.00018476599387343357
gate,0.0001849715648255775
money,0.00018574242168446775
shelter,0.00018910096306220495
work,0.00019244398973250866
good,0.00019562274029288418
missile,0.00019593415360989811
heavy,0.00019756648805295985
pregnant,0.0001981332976122551
idiot,0.00020250789232533005
resident,0.0002038124458669485
aged,0.0002038480376854668
congress,0.00020785928507926685
global,0.00021013006396833345
assault,0.0002101802855078767
clear,0.00021177530063955046
biden america,0.00021224304776720564
special,0.00021388907985809348
european,0.00021389270518924308
foreign country,0.00021392509490909746
drug cartel,0.00021418101296588794
gas,0.000217989751910649
event,0.00022176555361555874
order,0.0002219673559713405
careful,0.00022411918348913247
taliban,0.00022427062878431438
alien,0.00022607287615997998
lady,0.00022710818663791645
matter time,0.00022711055166601185
human,0.0002279823261197621
english,0.00023553340619481965
ugly,0.0002363059506123604
value,0.0002390705141550847
hand,0.00023930107477399334
large,0.00024220230502893338
constitution,0.00024362624689240348
dependent,0.0002440252974168999
scum,0.00024464966207358074
govt,0.0002449642916432919
communist country,0.00024587410682005
eastern,0.00024688648281656687
martial,0.0002510607563263664
invasion,0.00025291832298224553
fault,0.0002531009148699219
wall,0.0002542582098678896
water,0.0002552444138612985
number,0.0002554249835374821
migrant,0.000257858938048393
entry,0.00025945117635782435
homelessness,0.00026216970927221136
close,0.00026241905352124783
seeker,0.0002636918509663779
horrific,0.00026385030954041136
threat,0.00026702933337435526
actual,0.0002679496768301533
leftist,0.00026815997599616417
traitor,0.0002693360879088988
friend,0.00027106362706469183
today,0.0002712599231957996
small,0.0002752695272969164
country illegal,0.00027890317456944136
demon,0.00027925308475545865
concern,0.0002795525560529347
student,0.00028039101266436235
texans,0.0002804717224186257
demise,0.0002807404821004907
christians,0.0002809426086392557
democrats country,0.00028347140776553215
result,0.00028409268904303303
terror,0.0002851535008609774
military age,0.00028664103115462946
muslim country,0.0002878280434893154
afghanistan,0.0003012917178360203
intention,0.0003045975016407206
trojan,0.0003047155710407991
trojan horse,0.0003047155710407991
million illegal,0.0003129111012496286
mean,0.0003132579853790735
influx,0.00031362774521956636
chicago,0.0003159213868171851
prisoner,0.000316236144985036
case,0.00031654424189311663
overwhelming,0.0003178674936332595
regime,0.00031819246414098543
american people,0.0003191123289140187
australia,0.00032208952867364074
safety,0.00032536336631167246
venezuelans,0.0003261023684510546
mom,0.00033048922684011847
current,0.00033254840312121545
million people,0.00033373687090159656
people way,0.00033415637228149584
korea,0.00033440784281139543
north korea,0.00033440784281139543
sidewalk,0.0003352937318912351
illegal migrant,0.00033531310493818884
complete,0.00033982649417255465
inflation,0.00033999252283130045
overrun,0.0003408908205685952
pay,0.000340930701791414
dem,0.000343216424774441
choice,0.0003438658452627351
worker,0.000345624528824335
rio,0.0003463350849181525
major,0.0003464316213101187
germany,0.0003474176834187033
poverty,0.00035088407419056004
army,0.00035213472398342143
dead,0.0003525646544477426
rape,0.00035534447664076186
soil,0.0003558664362499712
beautiful,0.00035942721059723464
bent,0.0003663746108684779
taxis,0.000366874663146595
social medium,0.00036833476300675815
point,0.00037358928585912686
worried,0.00037372385261756657
ally,0.00038061835878085116
europe,0.0003865576019379895
north,0.00038672374543134496
armed,0.00039014891945976233
report,0.00039139240938912797
blood hand,0.00039249489688205047
ppl,0.00039374505748155666
migration,0.00039415816647334046
abuse,0.00039471231453249594
western,0.0003950347377830645
month,0.00039564249487589426
different,0.00040006457893148033
hell,0.0004020338702672198
cold,0.0004044046055397268
terrorists,0.000406029390971541
angry,0.0004061943860265814
aid,0.00040646356236564204
wife,0.00040873811409047547
dems,0.0004129346888589651
torture,0.0004129638317037518
people country,0.00041377707126271767
gov,0.00041491179654777323
killing,0.0004176660979873005
pro,0.0004177715174299518
homeland,0.0004226947776691756
throat,0.0004234181812106118
single,0.0004284070638718476
warning,0.0004295756438839947
york city,0.0004318978565679106
wire,0.0004327064510653494
thank,0.0004377870575620652
people america,0.00043938345469307687
oppression,0.0004408309922304612
militant,0.00044332349730286124
humanitarian,0.0004460416601165018
ground,0.0004462702963670005
syria,0.0004472371386074558
terrorist border,0.00045357343327565204
pure,0.00045685890395804794
concentration camp,0.0004579304591831567
daughter,0.00045797539297208673
okay,0.00045899931237504545
massive,0.0004622135974834418
ok,0.0004649274917507849
extremist,0.00046554449475603435
constant,0.0004717513789176883
invasion country,0.000476237380470744
enemy,0.0004766865326201724
home country,0.00047748757656741893
territory,0.00048057350061488004
innocent civilian,0.00048407731064562464
victim,0.0004932943875796134
purpose,0.0004960539466955967
propaganda,0.0005005953232527089
texas,0.0005018813414493393
year,0.0005028106922080298
old,0.000508176559221381
religious,0.0005141647934646415
open border,0.0005171255014406452
indigenous,0.0005180682645215475
corruption,0.0005195875976686214
god,0.0005202594881892051
arm,0.0005220097801316756
murder,0.000523348898471619
radical,0.0005237847899741821
native americans,0.0005276453697867314
french,0.0005276584897385924
nyc,0.0005292289568612448
immigrant country,0.0005368082611977847
revenge,0.0005417853272611484
fuel,0.0005418615677314797
existence,0.000558370160615407
year old,0.0005591452711607538
happy,0.0005603698411680904
crossing,0.0005631334561636055
jesus,0.0005665855798851055
nightmare,0.000569156568751533
majority,0.0005752563327003515
ny,0.0005756156414283136
supply,0.0005788587840126352
sign,0.0005822295452270769
anti,0.0005844109753090441
settler,0.0005869825040158066
people gaza,0.0005901103204767076
yard,0.0005941400238666248
child,0.0005956269963406247
middle east,0.0005960252112719094
air prison,0.0005991628927940054
people land,0.0006013877990613055
nuclear,0.0006041779560955764
resource,0.0006053337621211646
france,0.0006058404757305737
native,0.0006077114044641136
basis,0.0006106261961359217
million,0.0006179444880184902
america world,0.0006204952468015965
middle,0.0006282325675361329
act,0.0006295122677184434
palestinian child,0.0006311586961246004
rule,0.0006361262902729916
face,0.000642993049402601
decade,0.0006491163573612664
riot,0.0006556968140880527
concentration,0.000661101498695097
policy,0.000661791896602914
drop,0.0006670871559693013
strip,0.0006678703195133553
barbaric,0.0006727444090703525
slaughter,0.0006748525849234422
cleansing,0.0006765103938338977
level,0.0006802447452291769
high,0.0006841177152268336
open air,0.00068981645741048
hamas israel,0.0006981396169794855
sanctuary city,0.0007030239605387036
massacre,0.0007102386499465833
allah,0.0007137806654266374
region,0.0007158744474446135
apartheid,0.0007185584306327222
non,0.0007193828138279216
crisis,0.0007247502341680961
river,0.0007261543464547843
east,0.0007324827306283093
south,0.0007356044171238116
ethnic cleansing,0.000738012935333163
people israel,0.0007437142511505226
sanctuary,0.0007464468678195987
entire,0.0007472162109751141
hamas civilian,0.0007491157635766232
soldier,0.0007586690839541639
illegal,0.000761436953318529
obama,0.0007623600185143035
gazan,0.0007801359451068046
innocent people,0.0007848295313055843
medium,0.0007943976783091639
bomb,0.0007958124229296369
elderly,0.0008003769458736906
home,0.0008008842536242847
bank,0.0008038861760457973
chaos,0.0008172310413838795
egypt,0.0008203851003876757
way,0.0008299997863805619
humanity,0.0008490200035799427
israel palestinians,0.0008571575146674433
world,0.0008615698766626309
evil,0.0008689982647104768
tunnel,0.0008723562541416004
october,0.00087509287453869
air,0.0008763281643928435
bus,0.0008784136015203524
open,0.0008911500241976121
camp,0.0008970261834155403
iran,0.00090572155887449
ethnic,0.000918937048317911
human shield,0.0009206306032555333
government,0.0009288413815329291
hamas terrorist,0.0009353758510140483
freedom,0.0009387182444242771
death,0.0009452632163209208
jewish people,0.0009573451025465987
islamic,0.0009608690612881788
ukraine,0.0009770907980435912
peace,0.0009878212188723459
trouble,0.001006768214952671
israel hamas,0.001014008534590325
support,0.0010151135699776445
goal,0.0010218431382630726
asylum,0.001039903200694187
nazi,0.0010552644577884488
war crime,0.0010706737656877015
zionist,0.001087768920614449
occupation,0.0011263687234345382
state,0.0011291662074430454
west,0.0011551996074197067
conflict,0.0011794125380527871
rate,0.0011798408483925402
holocaust,0.0012071214303905104
palestinian people,0.001225758106792478
bombing,0.0012283705042858781
west bank,0.0012285911137732133
hama,0.001264209108710163
york,0.0012838163980736998
new york,0.0012838163980736998
islam,0.0013731389694504525
arab,0.0013789779668851375
danger,0.0013820225119203873
election,0.0013870139637469007
terrorism,0.0013992330354657004
shield,0.0014004551124204242
terrorist attack,0.0014163706714842832
rocket,0.001549258514094487
religion,0.0015658426739699738
arabs,0.0016162962227515144
destruction,0.0016655580376788678
jew,0.001676281984653799
