term,diff
haiti,-0.00042286657608479113
people home,-0.00042200647444298804
hair,-0.0004148423109978695
doctor,-0.0004091455927918189
end,-0.00040457471313390294
mask,-0.00040371433129640817
matter,-0.00040116761374673975
regime,-0.00039783336229064063
story,-0.0003949370343672208
attack,-0.00039258709446497416
coward,-0.00039243969339605673
bangladesh,-0.00038708802989499046
humanity,-0.000386666207198941
civil war,-0.0003856058881289747
hand,-0.00038306099918222
south america,-0.0003825189522693131
protester,-0.0003808956437056989
england,-0.0003797373827984824
guy,-0.00037725926071072256
islam,-0.00037709547277649887
white folk,-0.00037422239587469686
white woman,-0.000374130446755307
lmao,-0.0003720982308678119
hindus,-0.00037100360456219703
president,-0.00036592348032460495
argument,-0.0003649957943892785
earth,-0.0003640234498577408
afghan,-0.00035855419602472246
odd,-0.0003559344521470594
right,-0.0003557382859127791
lgbt,-0.00035466554946171245
female,-0.00035114857358507166
white skin,-0.0003499733680589793
canadians,-0.00034890947949295327
boarder,-0.0003406345304947378
actual,-0.00034029170001797365
black brown,-0.00033869709353231514
black americans,-0.000338580746589618
clown,-0.00033552986490238554
civil,-0.0003342987952697965
propaganda,-0.00033301611893930285
agenda,-0.0003328649265379699
century,-0.00033125056257083296
reaction,-0.0003241273013870046
terrorism,-0.00032319529085532054
xenophobic,-0.0003210538348358305
majority,-0.00031357280552511994
culture,-0.00031204430286673086
foreign country,-0.00030774167866111856
loan,-0.0003068092365295378
price,-0.00030457238660419703
excuse,-0.0003032314786216399
power,-0.00030247019381295526
type,-0.0002980507634213591
white europeans,-0.00029794405111655735
obvious,-0.0002908038042694451
german,-0.00028960650202656743
patriot,-0.00028781993592516205
supremacist,-0.00028774128021440186
tear,-0.0002871162011546421
native,-0.00028589457682100857
american people,-0.0002838868772281303
hunter,-0.00027909393863612326
tyt,-0.00027765607498210086
father,-0.00027708276022950294
journalist,-0.00027117733445305753
atrocity,-0.00026973710723768844
white americans,-0.0002691422802478239
americans,-0.0002683948160939441
difference,-0.0002659173655854941
advantage,-0.00026172585609203914
bush,-0.00025775662302589844
grandparent,-0.00025700109436238767
british,-0.0002515660193919515
opportunity,-0.0002501293920713606
disgusting,-0.0002485971840752711
trump biden,-0.0002481712303895599
current,-0.0002452554463502939
public,-0.00024519702977113353
benefit,-0.000242825579066274
surprised,-0.00024230732550351345
islamic,-0.00023913965487930657
blood,-0.0002376958694006983
people people,-0.0002361623306098026
continent,-0.00023436336599146448
country world,-0.00023305742695913032
silent,-0.00023245951597947406
border country,-0.00022812136256631336
social,-0.00022798088620382985
visa,-0.00022497171136937012
irish,-0.00022423662660232195
quick,-0.00022380569810743838
pandemic,-0.0002228348746852887
citizenship,-0.00022230667298864834
video,-0.00022123932950433357
aid,-0.00022116141050550187
canadian,-0.00021841649509787863
vaccine,-0.00021456087525150737
week,-0.00021351271390971011
slavery,-0.00021292648564328557
million,-0.0002114597804741148
nancy,-0.00020875282235555625
wtf,-0.0002082907677655125
million people,-0.00020735544643583364
question,-0.00020607815621163396
bad,-0.0002041744775983928
important,-0.00020417214408097563
italian,-0.00020345550037504886
persecution,-0.00020210832373007635
billion,-0.00020066799182680555
fox,-0.0002003199524880379
status,-0.0001998660825235024
administration,-0.00019825056028473925
marriage,-0.0001961877864428836
example,-0.00019076323045720653
bc,-0.0001864011608007425
ready,-0.00018566578381675093
response,-0.00018388179814915972
shame,-0.0001823922364646576
people color,-0.00018065753699835255
narrative,-0.00017894873394298165
bit,-0.0001754173151051453
voting,-0.00017222480342015713
charge,-0.00016910800757651446
people,-0.0001682369118607141
face,-0.000167462913271143
control,-0.00016639400402996684
kid cage,-0.00015970427128375847
supremacy,-0.0001582987791059226
brother,-0.00015597955786538832
section,-0.0001533285703941413
safe,-0.0001526374642108611
united,-0.0001522779121377394
right winger,-0.00015129510061985662
people land,-0.0001507699331286646
debt,-0.00015056023828037318
dollar,-0.000144405196651616
reparation,-0.00014399311002972608
descendant,-0.00014078343233136728
thought,-0.0001407024810944873
strange,-0.00013976535387269685
folk,-0.00013971393205711473
red carpet,-0.00013825664280287913
carpet,-0.00013825664280287913
belief,-0.00013758809562361006
single,-0.0001348217816019221
sure,-0.00013377091081398767
catholic,-0.00013360716391301814
king,-0.00013322898845220517
weird,-0.00013036665773654777
blame,-0.0001293223318915538
life matter,-0.00012906087257363516
entire,-0.00012683220784147863
evidence,-0.0001256380231413974
nice,-0.00012499208998914698
support,-0.00012321390826161116
native american,-0.00012252403720569788
kind,-0.00012177525151908157
generation,-0.0001208815176008529
danger,-0.0001206537312294461
young,-0.00011797972948698215
strong,-0.00011298888287660528
killing,-0.00010924403633366393
president biden,-0.00010819937767563524
record,-0.00010707907062662157
college,-0.00010609477981062465
food stamp,-0.00010597537816512472
stamp,-0.00010597537816512472
shit,-0.00010324958789457409
self,-0.00010214003598980892
cartel,-9.766963614075703e-05
winger,-9.2267044217168e-05
americans white,-9.142365113890314e-05
position,-9.117221412588492e-05
afraid,-8.89268016963428e-05
bank,-8.744383938955009e-05
normal,-8.292645731540195e-05
billionaire,-8.206112877344007e-05
member,-8.183424866063611e-05
impeachment,-8.163512234430015e-05
education,-8.07864267155017e-05
hispanics,-8.02170997188786e-05
murder,-7.705126985120493e-05
desperate,-7.44625783956768e-05
reality,-7.414919396917603e-05
opposite,-7.304040638972267e-05
trumps,-7.242394080374373e-05
congress,-7.147757606384275e-05
united states,-7.029306275271223e-05
list,-6.922381220309329e-05
flag,-6.79517778218098e-05
statement,-6.692817557408425e-05
language,-6.224653018805021e-05
thousand people,-5.904502328344226e-05
major,-5.863756155189765e-05
half,-5.786475458701985e-05
quiet,-5.519044381071674e-05
msm,-5.2678647919742285e-05
company,-4.817948037324398e-05
cage,-4.809458840287725e-05
terrible,-4.401974759257808e-05
religion,-4.144364806472813e-05
latino,-4.124425906453931e-05
decision,-4.09117972826387e-05
communism,-4.052068656181586e-05
brown people,-4.050504321414031e-05
youtube,-3.879225453062526e-05
moment,-3.8546623688003674e-05
army,-3.7923097918226244e-05
violence,-3.758111519052191e-05
living,-3.636279736531436e-05
native americans,-3.44328638878955e-05
possible,-2.8992261456353132e-05
decade,-2.8412846225502227e-05
selfish,-2.7059112458965872e-05
anglo,-2.5995482829211465e-05
massive,-2.4769573053590372e-05
fraud,-2.0482133101773796e-05
outrage,-1.6572431834727987e-05
ride,-1.5573751386164776e-05
long,-1.3105903017439162e-05
immigrant country,-1.2825380606680016e-05
southern,-1.236166719552562e-05
tough,-1.2023978759746756e-05
donald,-6.12352991628633e-06
course,-3.7068427629848542e-06
total,-1.387246482265959e-06
constitution,1.5523736272500034e-06
italians,2.8112406209964596e-06
shooting,6.401109839174277e-06
background,7.247495054513761e-06
free housing,8.740121917746055e-06
people border,1.0904460300921459e-05
income,1.1671526641801122e-05
ideology,1.1967591305765517e-05
hillary,1.2323694957640707e-05
mind,1.3882533354207913e-05
interested,1.445179800743261e-05
people world,1.819509604130304e-05
trump office,2.0659449849661665e-05
willing,2.0678333817779294e-05
worried,2.2362042256856597e-05
proof,2.4469679615624464e-05
mean,2.4842240655085558e-05
ancestor,2.488318878779471e-05
number,2.5705529917203e-05
basis,2.607793215059814e-05
hero,2.615482846890846e-05
check,2.801897217208268e-05
communist,2.8633037986912683e-05
hate,2.911638853220948e-05
cuban,2.945292479401715e-05
justice,3.2721332352905383e-05
religious,3.458964411175299e-05
media,3.770116204657257e-05
white supremacy,3.890524384169585e-05
talk,3.925625265070677e-05
expense,4.012882115743947e-05
health,4.481863230367325e-05
channel,4.557234531375748e-05
theory,4.567653875800861e-05
pass,4.971505621867401e-05
neighbor,5.0189734862609095e-05
people street,5.1970578326803255e-05
settler,5.2730724466917085e-05
prayer,5.3592496959299e-05
cool,5.381237067796871e-05
land native,5.589467215227147e-05
pathetic,5.6077702585055535e-05
trump president,5.657510159189289e-05
ridiculous,5.723351247371186e-05
colonizer,5.887173338202324e-05
border border,5.9573051987641616e-05
people asylum,6.13232060888895e-05
fascist,6.536078610629636e-05
illegal free,6.65487626990757e-05
cold,7.053601791848002e-05
view,7.059228825269576e-05
interesting,7.115633593971361e-05
cause,7.146434038499269e-05
fence,7.283880062041543e-05
glad,7.338758127508211e-05
different story,7.393846431665832e-05
fake news,7.683826618862786e-05
mile,7.882859517980797e-05
value,8.061280754406914e-05
cultural,8.271875523213818e-05
case,8.280484935071185e-05
service,8.289889230939638e-05
ironic,8.337431242621315e-05
title,8.347326326434764e-05
base,8.42512798532309e-05
hispanic,8.513805413365742e-05
invader,8.526239901015826e-05
act,8.751445643623019e-05
hatred,8.849379323470094e-05
biden administration,9.306396671319723e-05
northern,9.463456680229462e-05
food,9.579848748264607e-05
experience,9.609868136604743e-05
insurance,9.622699857831242e-05
fund,0.00010003587856684948
concerned,0.00010715526729324337
free health,0.00011124217606610143
resource,0.00011264373178953928
immigration policy,0.00011765726484087218
migrant border,0.0001181356686050112
head,0.00011917221509752558
politician,0.00012106870162658778
low,0.00012107862631306331
biden harris,0.00012331278643299185
million illegal,0.0001253854124108477
veteran,0.00012547757345443924
venezuela,0.0001277404251843404
north,0.0001291674996750674
funny people,0.00013241934009595654
individual,0.0001325281381977752
id,0.00013505791967201796
average,0.00013540599300086487
native land,0.00013550248187978728
turn,0.00013589434555098963
immigrant immigrant,0.00013678328880159887
people immigrant,0.00013996182142631057
joe biden,0.000140632843287002
biden border,0.00014377397924253822
climate,0.00014391069139739964
regular,0.00014408628662622474
asylum,0.00014415620505847486
poverty,0.00014509102816111214
mass,0.00014668760458028942
jan,0.0001468613115304943
privileged,0.0001478787436185592
people thing,0.0001490831595958289
violent,0.0001505655129948808
ben,0.0001531683398507327
hitler,0.00015468381464158365
table,0.0001564637361620106
people free,0.00015816468888598523
ticket,0.00015830676141182485
clothe,0.0001603560680148183
citizens,0.00016135268592512477
pay,0.00016321724752164067
free speech,0.0001657852336348711
news,0.00016712056162092835
yall,0.00016744511589828729
complete,0.00016750653851802522
health care,0.00016833932265494957
clear,0.0001692869410965446
socialist,0.0001697150078292421
crisis border,0.00017298255195186303
level,0.00017347928865295775
affordable housing,0.00017456031442846616
point,0.00017562918545123288
plane,0.00017598554436968044
politic,0.0001772470834023039
accountable,0.00017725653126746555
let,0.000178935424243802
donald trump,0.0001792172350692023
cop,0.00018184246927308213
great,0.0001890090543335398
border open,0.00018909676252666955
admin,0.0001899676760022508
outraged,0.00018999916995716335
wife,0.0001902577475537454
right wing,0.0001912479564075447
indigenous people,0.00019250935375632062
economy,0.0001932168885710675
unfair,0.00019458755369821843
human,0.0001958670419069269
homeless people,0.00019619113700840686
step,0.0001965479218713795
official,0.00019704831261779668
problem border,0.00019955131235145114
asylum seeker,0.0001996068033504688
theirs,0.0002005240906387093
condition,0.00020239212816433713
wing,0.00020275538463552622
reporter,0.0002037517711305714
consequence,0.00020418457438470196
washington,0.00020535365252547758
personal,0.00020593218074119722
joe,0.0002069647552785164
fox news,0.0002085776671559757
buddy,0.0002107394280781684
proud,0.0002116112070636155
sudden,0.00021362078440448568
pain,0.00021373371772673565
typical,0.0002157305031076467
year old,0.0002174597983145987
green,0.00021819677592955188
damn,0.00021862535600007703
group people,0.00021897188307051885
foul,0.0002191901562809588
homeless americans,0.0002194180123402906
stupid,0.0002244261270718364
big deal,0.00022500890332377766
hell,0.00022786369480520992
angry,0.00022822710830909163
local,0.00022924027179858485
economic,0.00023008880680355033
affordable,0.00023114501001483064
logic,0.0002346972495910352
tribe,0.00023574812045562484
finger,0.00023601198260951085
thousand thousand,0.00024016629338376692
supporter,0.0002410242263019707
process,0.0002449873966478568
light,0.0002468776482750851
pro life,0.00024736872275425606
water,0.00024779591603940414
tune,0.000253832497357838
choice,0.00025641106845035433
ban,0.0002571353151743931
tax payer,0.00025798391921906023
exact thing,0.00025853852634865357
help,0.0002595944825392153
solution,0.0002621184665704013
acceptable,0.00026232989816110734
people illegal,0.0002628022789303002
shortage,0.0002629687123658728
couple,0.0002630460357680017
phone,0.00026388304048159965
clinton,0.00026400583966006787
migration,0.0002652740082479513
car,0.0002662009042878481
boat,0.00026664345529774905
deal,0.0002678768663346425
security,0.0002745594124351024
emergency,0.0002762694822233073
inflation,0.0002776732147209835
illegal border,0.0002798571316928124
hometown,0.0002818477694886885
huge,0.0002832956183125695
lady,0.0002842316489332098
high,0.00028479475196327387
handout,0.00028488490966836516
unborn,0.00028504052434831555
birth,0.00028516548342893814
right way,0.00028529872936222233
states,0.0002897714643313046
border crisis,0.00029174682993746446
replacement,0.00029348161588875303
plenty,0.0002961784607523484
yea,0.0002987643290321526
iran,0.00030089549656590165
biden illegal,0.00030507404257141993
crap,0.0003061468301294323
taxis,0.000308575648518717
sick,0.0003106674506090953
action,0.0003120332641379552
rest,0.0003135049485879157
bs,0.00031383334315320286
perfect,0.00031481999395218427
mess,0.00031503328201965935
peep,0.00031681135581892474
dead,0.00031920252036522003
little,0.0003214145062950249
stuff,0.00032229738518164443
gun,0.00032307349254543554
housing food,0.000323140246383732
property,0.0003239826447840924
sex,0.0003263609292427687
court,0.00032832600303423637
exact,0.00033383686242680825
body,0.0003369863551490798
camp,0.000341073552745024
favor,0.0003453221795037112
inhumane,0.0003474673773758203
large,0.0003510009329101712
change,0.00035198600700228676
small,0.0003540066099565987
wealth,0.0003581209822871999
crazy,0.00036552156450259045
virtue signal,0.0003681120745387471
term,0.0003701537382193793
taxpayer,0.00037275604747935424
welfare,0.0003813362771098438
care people,0.00038442125163495427
tax dollar,0.00038571697151659285
hour,0.0003858088326228309
home people,0.00038912541560142875
cubans,0.00039518059867901524
democratic party,0.0003956732072722147
cbs,0.00040014821980528673
dont,0.00040029789053067034
true,0.0004016894649055792
cuba,0.00040337452869832244
thousand,0.00040646608323902274
month,0.00040814301993402885
payer,0.0004083486961167922
illegal country,0.0004097951993590123
vice,0.0004132341241029332
undocumented,0.0004138356560878554
hypocrites,0.0004169123188058041
kamala harris,0.0004182018777608755
minute,0.0004190169041589307
healthcare,0.0004200161487815095
tucker,0.0004207693404160942
money,0.00042228839195605945
citizen,0.00042621144723862473
seeker,0.00042753650227677395
taste,0.0004287866281854657
people right,0.00043012604188656623
beautiful,0.000431043117852148
work,0.000431702781554263
cenk,0.00043404071580258426
criminal,0.00043708927719479174
crime,0.00043862435362127666
delaware,0.00043951723499955915
el paso,0.00044640887401363054
paso,0.00044640887401363054
wonderful,0.00044989041859868717
southern state,0.00045022184796701594
progressive,0.0004585753501741231
dc,0.00046112615921291636
generous,0.00046246043034437834
ron desantis,0.00046329693950652323
space,0.00046484008529373063
signal,0.00046880893636313024
taco,0.0004693350383938771
socialism,0.0004713826803610676
corrupt,0.00047788289774993695
shelter,0.0004806386935957631
rapist,0.0004812318329471313
program,0.0004832129063607295
millionaire,0.0004909494625364272
state illegal,0.0004920039425519035
lot,0.0004934947543686528
book,0.000495150248775702
abbot,0.0004975052924298261
problem people,0.0004989126261085044
old,0.0005012008448200415
american homeless,0.000501229482581094
cost,0.0005012674000122222
el,0.0005024238011029323
game,0.0005027346199631729
pro,0.0005085478681262382
border illegal,0.0005125846715073346
leader,0.0005159593236709106
immigrant home,0.0005200794157275315
address,0.0005203322455683481
compassionate,0.0005269756712955505
huh,0.0005300776097219457
ground,0.0005301714830671788
free,0.0005312584412775698
easy,0.0005414958322080572
vet,0.000544232696290952
good,0.0005450290413991105
feed,0.000546704591446534
inclusion,0.0005470444641197178
sweden,0.0005470813938023216
latinos,0.000552058300178572
biden people,0.0005529184510786708
tx,0.0005538086943884311
military,0.0005541536166390138
horrible,0.0005566671954157028
school,0.0005616828203709706
mexican,0.0005634672697327741
rule,0.0005637783411786622
friend,0.0005641851552283235
anti,0.0005652350949433167
responsibility,0.0005664783839652956
abbott,0.0005714196832349342
democrats open,0.0005720871278837459
state city,0.0005750231345783742
immigrant rich,0.0005755533240408626
tent,0.0005777145980957429
fake,0.0005817930910868162
rich people,0.0006029864407792261
investigation,0.0006030837427282473
happy,0.0006111590971891075
sign,0.0006172695955204829
immigrant border,0.0006176617472686241
cruel,0.0006192993697661145
office,0.0006225369731327152
bible,0.0006275506202880069
claim,0.0006277382913946939
american citizen,0.0006309217754384147
jail,0.0006312606855480355
border policy,0.0006328258256601916
bunch hypocrite,0.000639429007140266
today,0.0006396648350652893
spanish,0.0006412626807437529
chicago,0.0006500692449135159
guilty,0.000650192564974888
woman right,0.0006537936878377542
righteous,0.0006544674820340253
martha vinyard,0.0006589641104005525
rich white,0.0006590808754493357
evil,0.0006620546185476667
fair share,0.0006669848180391035
amazing,0.0006697128083237782
poor people,0.000675686606798121
harris,0.0006765987765399719
lib,0.0006772900352264652
marthas,0.0006807554051009172
ron,0.0006838014023597997
city state,0.0006858731583238618
lol,0.0006875860074055818
nerve,0.0006904704384013606
word,0.0006927711877099125
idea,0.0006972026658582896
bigot,0.0007145841876551448
rich neighborhood,0.0007158313178990681
dozen,0.0007170762545495843
law order,0.0007191745173326861
venezuelans,0.0007192451240088473
voter,0.0007255509756963101
wall,0.0007273745631066158
christianity,0.0007288510996856739
okay,0.0007309550659791988
share,0.0007335144885332859
pocket,0.0007337047791437909
humanitarian crisis,0.0007382053892190815
teacher,0.0007448190151239095
stunt,0.0007480244762477321
street,0.0007572561813403323
wage,0.00075959870066279
migrant martha,0.0007609692296815388
democrats illegal,0.0007634856780939108
paper,0.0007656462819690136
aoc,0.0007662009393665993
moral,0.0007717685522816075
bidens,0.0007772274200902405
texas arizona,0.0007773200967023954
heart,0.0007780795118947697
labor,0.000786352669679033
drug,0.000796181689528404
order,0.0007982565880874205
mad,0.0008026785132061345
indigenous,0.000812248948933452
conservative,0.0008198325174643036
god,0.000821953600799103
state sanctuary,0.0008261963450906558
assistance,0.0008269580802498177
love,0.0008315586241075708
compassion,0.0008320096791901662
influx,0.0008330549170540897
illegal immigration,0.0008374915454697206
lawn,0.0008492049879246879
brandon,0.0008556090937619622
national,0.0008599742473874619
wrong,0.0008674050205593788
dems,0.0008676146976086445
vinyard,0.0008697070687180306
leftist,0.0009080675108136917
humanitarian,0.0009114685297647661
tax,0.0009202079275152382
national guard,0.0009273331477237879
california,0.0009345957453320191
pelosi,0.0009424140274302833
middle night,0.0009456477358471055
evangelical,0.0009474155664713401
mv,0.0009511040747908861
vote,0.000951275664155765
city illegal,0.000954109747691234
blue state,0.0009602477482678507
church,0.0009611374822866492
kamala,0.0009615942870491267
big,0.000963341974676414
guard,0.0009710328507873201
load,0.0009766079683188567
people martha,0.0009899393509236129
legal,0.001015446152934218
fair,0.0010183830732702496
border town,0.001024187956094351
illegal migrant,0.0010545547958624147
human trafficking,0.0010733949073480453
bus load,0.0010734058404553042
gop,0.0010758378302996269
mouth,0.00109186709150035
trafficking,0.0010995615097330162
wealthy,0.0011028967190815598
irony,0.0011066573636976454
population,0.0011204975368454065
city sanctuary,0.0011427915072901112
welcome,0.0011458202102408398
elite,0.0011583930576741037
upset,0.0011999224653755957
federal,0.001205027624274236
mansion,0.001223607114051243
hotel,0.0012519586576708634
secure,0.0012899337986975019
parent,0.0012917818324523723
room,0.0013006900598168656
family,0.001342602504372588
arizona,0.0013439034066613205
housing,0.0013529561925595354
blue,0.0013530779483681024
community,0.0013644476515808223
adams,0.001384364078790848
illegal alien,0.0013855596572160235
red state,0.0013995157661866465
resident,0.0014246459580046316
law,0.0014591976017613454
bunch,0.0014954731688889263
alien,0.0015251041464774667
poor,0.0015360470020663519
area,0.0015403731591703486
democratic,0.001555264289598234
border,0.0015931271873565883
red,0.0016016006380974541
fine,0.001633240663833948
bus,0.001644731853277799
immigration,0.0016658423213922581
funny,0.0016693464540077745
issue,0.0017043270152526076
left,0.0017054014764823389
mayor,0.0017423545909370534
nyc,0.0017498283313374064
party,0.0017529892124304636
crisis,0.001788244491458089
york,0.0017937051668075053
new york,0.0017937051668075053
burden,0.001803959753055551
biden,0.0018712216268008085
