term,diff
obama,0.001874389489324218
ny,0.0018757872666601786
policy,0.0018835412588841844
sanctuary state,0.0018839650661070452
open arm,0.0018971715567431564
thing,0.001907862980899287
doorstep,0.0019899097122657986
night,0.0020307213895334746
virtue,0.00206498814032037
governor,0.0020819753660906042
abortion,0.002098361252823054
political,0.002151036906044693
christians,0.0021928330198331602
island,0.0022724153283756993
door,0.0022806469109372613
job,0.0022945285303368292
day,0.0023161835253653965
dem,0.0023378489503559506
arm,0.0024071178667641998
yard,0.0024869297279882796
town,0.00251067061182458
border state,0.0025303552486115534
new,0.0025330036508453115
place,0.002560346598805309
republican,0.0026609651252912127
care,0.0026738049397354614
jesus,0.0026890875177907826
christian,0.002729709268883277
ok,0.0027635836769459195
hypocritical,0.002806260481355677
diversity,0.00284952977695827
open border,0.0030400485363530237
home,0.0031312123822294638
florida,0.003132944234885365
hypocrisy,0.003170457848179235
neighborhood,0.003252124566151308
backyard,0.003542492972800766
rich,0.0037233393938271276
house,0.004127224133611314
republicans,0.004132825714367107
desantis,0.004153299494822458
homeless,0.004724756789913137
texas,0.005014734886729433
open,0.005057117830192181
illegal immigrant,0.005059374689788687
liberal,0.005436720390635885
democrat,0.00557860055486993
problem,0.006668027151986365
martha vineyard,0.007496628465488904
sanctuary city,0.00781780525036594
democrats,0.008289969456404343
vineyard,0.00841124710524377
martha,0.008417483319292533
hypocrite,0.010316230116708125
state,0.012176741704380338
migrant,0.012595186683804882
sanctuary,0.013211774033490746
city,0.013314734542045945
immigrant,0.014026565020395326
illegal,0.014353895122485635
